ID,store_ID,posSystem_ID,article_ID,detectedOn,pattern,severity,criticality,state,anomalyScore,cancellationRate,baselineRate,valueAtRisk,currency_code,evidence,recommendedAction
SA-000313,WDF01,PF02,AR00407,2026-05-15,STOCK_VARIANCE,MEDIUM,2,OPEN,35.98,0.1905,0.3039,12.8,EUR,Counted stock runs 13.5% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000314,STR01,PF-STR01,AR00332,2026-04-06,STOCK_VARIANCE,MEDIUM,2,OPEN,35.9,0.5455,0.4189,13.5,EUR,"Counted stock runs 13.3% below book stock across 21 daily counts. Cancellation rate 54.5% against a network baseline of 41.9% for this article (3 events, 6 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000315,MUC01,PF-MUC01,AR00111,2026-06-19,STOCK_VARIANCE,MEDIUM,2,OPEN,35.88,0.4444,0.3148,20,EUR,"Counted stock runs 12.1% below book stock across 21 daily counts. Cancellation rate 44.4% against a network baseline of 31.5% for this article (5 events, 8 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000316,HAM01,PF-HAM01,AR00417,2026-06-30,RFID_MISREAD,MEDIUM,2,OPEN,35.84,0.7273,0.62,352,EUR,"Cancellation rate 72.7% against a network baseline of 62.0% for this article (4 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000317,MUC01,PF-MUC01,AR00407,2026-05-17,STOCK_VARIANCE,MEDIUM,2,OPEN,35.82,0.4375,0.3039,22.4,EUR,"Counted stock runs 11.8% below book stock across 21 daily counts. Cancellation rate 43.8% against a network baseline of 30.4% for this article (3 events, 7 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000318,WDF01,PF02,AR00010,2026-05-21,RFID_MISREAD,MEDIUM,2,OPEN,35.81,0.1828,0.1132,17,EUR,"Cancellation rate 18.3% against a network baseline of 11.3% for this article (15 events, 17 units). Counted stock runs 11.6% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000319,HAM01,SM-HAM01,AR00080,2026-05-14,STOCK_VARIANCE,MEDIUM,2,OPEN,35.8,0.0505,0.2,12.5,EUR,Counted stock runs 13.5% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000320,WDF01,MOB1,AR00094,2026-04-18,STOCK_VARIANCE,MEDIUM,2,OPEN,35.79,0.3182,0.8389,2.1,EUR,Counted stock runs 18.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000321,WDF01,PF02,AR00245,2026-05-22,RFID_MISREAD,MEDIUM,2,OPEN,35.78,0.0723,0.0452,18.6,EUR,"Cancellation rate 7.2% against a network baseline of 4.5% for this article (6 events, 6 units). Counted stock runs 7.1% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000322,STR01,PF-STR01,AR00294,2026-06-11,RFID_MISREAD,MEDIUM,2,OPEN,35.77,0.4118,0.2529,15.4,EUR,"Cancellation rate 41.2% against a network baseline of 25.3% for this article (4 events, 7 units). Counted stock runs 11.1% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000323,WDF01,PF02,AR90010,2026-04-25,STOCK_VARIANCE,MEDIUM,2,OPEN,35.73,0.1429,0.3085,6.6,EUR,Counted stock runs 15.2% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000324,WDF01,PF02,AR00056,2026-02-12,STOCK_VARIANCE,MEDIUM,2,OPEN,35.72,0.2381,0.3861,12.5,EUR,Counted stock runs 13.4% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000325,STR01,PF-STR01,AR00108,2026-06-30,RFID_MISREAD,MEDIUM,2,OPEN,35.69,0.75,0.5,36,EUR,"Cancellation rate 75.0% against a network baseline of 50.0% for this article (4 events, 12 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000326,BLN01,SM-BLN01,AR90013,2026-05-25,STOCK_VARIANCE,MEDIUM,2,OPEN,35.67,0.0472,0.2148,20.4,EUR,Counted stock runs 11.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000327,MUC01,PF-MUC01,AR00080,2026-06-30,STOCK_VARIANCE,MEDIUM,2,OPEN,35.61,0.0889,0.2,10,EUR,Counted stock runs 14.0% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000328,WDF02,SM-WDF02,AR00327,2026-06-22,BASKET_ABANDONED,MEDIUM,2,OPEN,35.58,1,0.6596,31.6,EUR,"Cancellation rate 100.0% against a network baseline of 66.0% for this article (4 events, 8 units).",Review basket abandonment at this terminal with the shift lead.
SA-000329,HAM01,PF-HAM01,AR00403,2026-06-24,RFID_MISREAD,MEDIUM,2,OPEN,35.51,0.6923,0.4143,10.8,EUR,"Cancellation rate 69.2% against a network baseline of 41.4% for this article (4 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000330,HAM01,PF-HAM01,AR00222,2026-06-13,STOCK_VARIANCE,MEDIUM,2,OPEN,35.46,0.3333,0.2973,7,EUR,"Counted stock runs 14.9% below book stock across 21 daily counts. Cancellation rate 33.3% against a network baseline of 29.7% for this article (4 events, 7 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000331,STR01,PF-STR01,AR90020,2026-06-10,STOCK_VARIANCE,MEDIUM,2,OPEN,35.43,0.381,0.301,15.6,EUR,"Counted stock runs 12.6% below book stock across 21 daily counts. Cancellation rate 38.1% against a network baseline of 30.1% for this article (4 events, 8 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000332,MUC01,SM-MUC01,AR90055,2026-06-19,STOCK_VARIANCE,MEDIUM,2,OPEN,35.43,0.2353,0.3088,13.6,EUR,Counted stock runs 13.0% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000333,WDF02,SM-WDF02,AR00022,2026-05-29,BASKET_ABANDONED,MEDIUM,2,OPEN,35.42,1,0.6034,11.7,EUR,"Cancellation rate 100.0% against a network baseline of 60.3% for this article (3 events, 3 units).",Review basket abandonment at this terminal with the shift lead.
SA-000334,MUC01,PF-MUC01,AR00400,2026-05-13,RFID_MISREAD,MEDIUM,2,OPEN,35.39,0.4667,0.2741,8.4,EUR,"Cancellation rate 46.7% against a network baseline of 27.4% for this article (3 events, 7 units). Counted stock runs 9.6% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000335,STR01,PF-STR01,AR00071,2026-06-19,RFID_MISREAD,MEDIUM,2,OPEN,35.36,0.3571,0.2199,14.5,EUR,"Cancellation rate 35.7% against a network baseline of 22.0% for this article (3 events, 5 units). Counted stock runs 7.8% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000336,WDF01,PF02,AR00397,2026-03-27,STOCK_VARIANCE,MEDIUM,2,OPEN,35.35,0.2222,0.35,10,EUR,Counted stock runs 13.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000337,WDF02,PF-WDF02,AR00383,2026-06-22,RFID_MISREAD,MEDIUM,2,OPEN,35.33,1,0.6222,16.25,EUR,"Cancellation rate 100.0% against a network baseline of 62.2% for this article (3 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000338,MUC01,PF-MUC01,AR00040,2026-04-15,STOCK_VARIANCE,MEDIUM,2,OPEN,35.33,0.4545,0.5185,16.5,EUR,Counted stock runs 12.4% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000339,MUC01,SM-MUC01,AR00419,2026-06-01,BASKET_ABANDONED,MEDIUM,2,OPEN,35.26,1,0.7755,132,EUR,"Cancellation rate 100.0% against a network baseline of 77.6% for this article (3 events, 3 units).",Review basket abandonment at this terminal with the shift lead.
SA-000340,WDF01,PF02,AR90033,2026-01-31,STOCK_VARIANCE,MEDIUM,2,OPEN,35.19,0.1852,0.2482,6,EUR,Counted stock runs 15.2% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000341,WDF02,SM-WDF02,AR90053,2026-06-24,BASKET_ABANDONED,MEDIUM,2,OPEN,35.17,0.7143,0.4273,10,EUR,"Cancellation rate 71.4% against a network baseline of 42.7% for this article (3 events, 5 units).",Review basket abandonment at this terminal with the shift lead.
SA-000342,MUC01,SM-MUC01,AR00333,2026-06-30,STOCK_VARIANCE,MEDIUM,2,OPEN,35.16,0.3333,0.4215,13.5,EUR,Counted stock runs 12.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000343,MUC01,PF-MUC01,AR00333,2026-06-18,STOCK_VARIANCE,MEDIUM,2,OPEN,35.16,0.3333,0.4215,13.5,EUR,Counted stock runs 12.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000344,WDF01,PF02,AR90036,2026-06-29,STOCK_VARIANCE,MEDIUM,2,OPEN,35.15,0.1375,0.108,18.69,EUR,"Counted stock runs 11.9% below book stock across 21 daily counts. Cancellation rate 13.8% against a network baseline of 10.8% for this article (11 events, 11.001 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000345,MUC01,PF-MUC01,AR00208,2026-06-04,RFID_MISREAD,MEDIUM,2,OPEN,35.14,0.3158,0.1728,3,EUR,"Cancellation rate 31.6% against a network baseline of 17.3% for this article (3 events, 6 units). Counted stock runs 13.5% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000346,MUC01,SM-MUC01,AR90039,2026-01-22,STOCK_VARIANCE,MEDIUM,2,OPEN,35.12,0.0357,0.056,6,EUR,Counted stock runs 15.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000347,STR01,PF-STR01,AR00416,2026-03-18,RFID_MISREAD,MEDIUM,2,OPEN,34.99,0.75,0.4571,12,EUR,"Cancellation rate 75.0% against a network baseline of 45.7% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000348,MUC01,PF-MUC01,AR00068,2026-05-13,STOCK_VARIANCE,MEDIUM,2,OPEN,34.98,0.2143,0.2406,7.5,EUR,Counted stock runs 14.4% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000349,STR01,SM-STR01,AR00327,2026-06-16,BASKET_ABANDONED,MEDIUM,2,OPEN,34.9,1,0.6596,27.65,EUR,"Cancellation rate 100.0% against a network baseline of 66.0% for this article (4 events, 7 units).",Review basket abandonment at this terminal with the shift lead.
SA-000350,MUC01,PF-MUC01,AR00159,2026-06-18,RFID_MISREAD,MEDIUM,2,OPEN,34.85,0.3889,0.2558,26.6,EUR,"Cancellation rate 38.9% against a network baseline of 25.6% for this article (3 events, 7 units). Counted stock runs 9.2% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000351,MUC01,PF-MUC01,AR90055,2026-03-31,STOCK_VARIANCE,MEDIUM,2,OPEN,34.79,0.2121,0.3088,11.9,EUR,Counted stock runs 13.0% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000352,HAM01,SM-HAM01,AR00068,2026-06-27,STOCK_VARIANCE,MEDIUM,2,OPEN,34.79,0.2273,0.2406,25,EUR,Counted stock runs 10.8% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000353,HAM01,PF-HAM01,AR00279,2026-04-15,RFID_MISREAD,MEDIUM,2,OPEN,34.77,0.6316,0.5,142.8,EUR,"Cancellation rate 63.2% against a network baseline of 50.0% for this article (5 events, 12 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000354,MUC01,PF-MUC01,AR90020,2026-06-24,STOCK_VARIANCE,MEDIUM,2,OPEN,34.76,0.1667,0.301,7.8,EUR,Counted stock runs 14.2% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000355,HAM01,PF-HAM01,AR00332,2026-05-16,STOCK_VARIANCE,MEDIUM,2,OPEN,34.76,0.2222,0.4189,9,EUR,Counted stock runs 13.8% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000356,WDF01,PF02,AR90009,2026-03-05,STOCK_VARIANCE,MEDIUM,2,OPEN,34.69,0.14,0.1057,11.2,EUR,"Counted stock runs 13.1% below book stock across 21 daily counts. Cancellation rate 14.0% against a network baseline of 10.6% for this article (7 events, 7 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000357,WDF02,PF-WDF02,AR00291,2026-04-24,RFID_MISREAD,MEDIUM,2,OPEN,34.62,0.875,0.549,15.4,EUR,"Cancellation rate 87.5% against a network baseline of 54.9% for this article (3 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000358,STR01,PF-STR01,AR00317,2026-07-01,RFID_MISREAD,MEDIUM,2,OPEN,34.61,0.9167,0.6078,27.5,EUR,"Cancellation rate 91.7% against a network baseline of 60.8% for this article (6 events, 11 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000359,HAM01,PF-HAM01,AR00060,2026-06-08,STOCK_VARIANCE,MEDIUM,2,OPEN,34.61,0.2903,0.1927,22.5,EUR,"Counted stock runs 11.0% below book stock across 21 daily counts. Cancellation rate 29.0% against a network baseline of 19.3% for this article (5 events, 9 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000360,HAM01,PF-HAM01,AR00210,2026-06-14,STOCK_VARIANCE,MEDIUM,2,OPEN,34.56,0.16,0.2629,9.6,EUR,Counted stock runs 13.5% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000361,MUC01,PF-MUC01,AR90007,2026-07-02,RFID_MISREAD,MEDIUM,2,OPEN,34.55,0.9524,0.6333,28,EUR,"Cancellation rate 95.2% against a network baseline of 63.3% for this article (7 events, 20 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000362,HAM01,PF-HAM01,AR90031,2026-04-04,STOCK_VARIANCE,MEDIUM,2,OPEN,34.52,0.1471,0.2075,6,EUR,Counted stock runs 14.8% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000363,HAM01,PF-HAM01,AR90054,2026-05-22,STOCK_VARIANCE,MEDIUM,2,OPEN,34.49,0.2424,0.4133,13.6,EUR,Counted stock runs 12.4% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000364,MUC01,SM-MUC01,AR90031,2026-05-20,STOCK_VARIANCE,MEDIUM,2,OPEN,34.38,0.2,0.2075,7.2,EUR,Counted stock runs 14.2% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000365,MUC01,PF-MUC01,AR00365,2026-04-14,RFID_MISREAD,MEDIUM,2,OPEN,34.27,1,0.6545,22.5,EUR,"Cancellation rate 100.0% against a network baseline of 65.5% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000366,WDF01,PF02,AR90029,2026-05-04,STOCK_VARIANCE,MEDIUM,2,OPEN,34.15,0.15,0.2432,4.8,EUR,Counted stock runs 15.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000367,WDF01,PF02,AR00211,2026-06-09,STOCK_VARIANCE,MEDIUM,2,OPEN,34.12,0.2,0.34,3.6,EUR,Counted stock runs 15.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000368,MUC01,SM-MUC01,AR00401,2026-06-07,STOCK_VARIANCE,MEDIUM,2,OPEN,34.05,0.4706,0.4,9.6,EUR,"Counted stock runs 13.2% below book stock across 21 daily counts. Cancellation rate 47.1% against a network baseline of 40.0% for this article (3 events, 8 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000369,MUC01,PF-MUC01,AR00056,2026-04-15,STOCK_VARIANCE,MEDIUM,2,OPEN,33.92,0.4615,0.3861,15,EUR,"Counted stock runs 11.8% below book stock across 21 daily counts. Cancellation rate 46.2% against a network baseline of 38.6% for this article (4 events, 6 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000370,HAM01,PF-HAM01,AR00010,2026-06-15,STOCK_VARIANCE,MEDIUM,2,OPEN,33.88,0.0874,0.1132,9,EUR,Counted stock runs 13.3% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000371,STR01,PF-STR01,AR00120,2026-04-07,STOCK_VARIANCE,MEDIUM,2,OPEN,33.79,0.4545,0.386,10,EUR,"Counted stock runs 12.9% below book stock across 21 daily counts. Cancellation rate 45.5% against a network baseline of 38.6% for this article (3 events, 5 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000372,STR01,PF-STR01,AR90013,2026-07-01,STOCK_VARIANCE,MEDIUM,2,OPEN,33.79,0.0857,0.2148,15.3,EUR,Counted stock runs 11.7% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000373,WDF01,SM01,AR00454,2026-06-26,STOCK_VARIANCE,MEDIUM,2,OPEN,33.73,0.2917,0.3704,20.3,EUR,Counted stock runs 10.8% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000374,BLN01,SM-BLN01,AR90027,2026-05-20,STOCK_VARIANCE,MEDIUM,2,OPEN,33.69,0.1364,0.2156,9.6,EUR,Counted stock runs 13.0% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000375,MUC01,PF-MUC01,AR00321,2026-05-17,STOCK_VARIANCE,MEDIUM,2,OPEN,33.69,0.4118,0.252,8.4,EUR,"Counted stock runs 13.3% below book stock across 21 daily counts. Cancellation rate 41.2% against a network baseline of 25.2% for this article (3 events, 7 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000376,WDF01,PF02,AR00332,2026-02-22,STOCK_VARIANCE,MEDIUM,2,OPEN,33.61,0.3125,0.4189,11.25,EUR,Counted stock runs 12.5% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000377,MUC01,SM-MUC01,AR00318,2026-05-03,STOCK_VARIANCE,MEDIUM,2,OPEN,33.56,0.3333,0.3714,8.4,EUR,Counted stock runs 13.3% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000378,MUC01,PF-MUC01,AR90035,2026-03-15,STOCK_VARIANCE,MEDIUM,2,OPEN,33.49,0.3158,0.248,10.2,EUR,"Counted stock runs 12.7% below book stock across 21 daily counts. Cancellation rate 31.6% against a network baseline of 24.8% for this article (4 events, 6 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000379,HAM01,PF-HAM01,AR00026,2026-06-25,STOCK_VARIANCE,MEDIUM,2,OPEN,33.45,0.1316,0.2759,6,EUR,Counted stock runs 14.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000380,STR01,PF-STR01,AR00417,2026-05-27,RFID_MISREAD,MEDIUM,2,OPEN,33.27,0.7143,0.62,220,EUR,"Cancellation rate 71.4% against a network baseline of 62.0% for this article (3 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000381,WDF02,SM-WDF02,AR00034,2026-05-05,BASKET_ABANDONED,MEDIUM,2,OPEN,33.19,1,0.6389,14,EUR,"Cancellation rate 100.0% against a network baseline of 63.9% for this article (3 events, 7 units).",Review basket abandonment at this terminal with the shift lead.
SA-000382,WDF01,PF02,AR90053,2026-05-01,STOCK_VARIANCE,MEDIUM,2,OPEN,33.06,0.3636,0.4273,16,EUR,Counted stock runs 11.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000383,BLN01,SM-BLN01,AR00004,2026-06-22,STOCK_VARIANCE,MEDIUM,2,OPEN,33.04,0.2414,0.3309,3.5,EUR,Counted stock runs 15.3% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000384,WDF01,PF02,AR00213,2026-07-02,STOCK_VARIANCE,MEDIUM,2,OPEN,33.02,0.1351,0.2071,6,EUR,Counted stock runs 13.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000385,HAM01,PF-HAM01,AR00271,2026-04-06,RFID_MISREAD,MEDIUM,2,OPEN,33,0.9231,0.8478,324,EUR,"Cancellation rate 92.3% against a network baseline of 84.8% for this article (6 events, 12 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000386,HAM01,PF-HAM01,AR00158,2026-06-27,STOCK_VARIANCE,MEDIUM,2,OPEN,32.97,0.1739,0.3125,30.4,EUR,Counted stock runs 9.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000387,MUC01,SM-MUC01,AR00187,2026-06-18,STOCK_VARIANCE,MEDIUM,2,OPEN,32.96,0.2273,0.2886,12.5,EUR,Counted stock runs 11.8% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000388,WDF01,MOB1,AR00081,2026-05-15,STOCK_VARIANCE,MEDIUM,2,OPEN,32.95,0.0682,0.3148,7.5,EUR,Counted stock runs 13.2% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000389,WDF01,SM01,AR00004,2026-01-22,STOCK_VARIANCE,MEDIUM,2,OPEN,32.78,0.1364,0.3309,1.5,EUR,Counted stock runs 17.0% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000390,STR01,PF-STR01,AR00047,2026-06-10,RFID_MISREAD,MEDIUM,2,OPEN,32.76,0.8889,0.6786,71.2,EUR,"Cancellation rate 88.9% against a network baseline of 67.9% for this article (4 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000391,MUC01,SM-MUC01,AR00145,2026-04-29,BASKET_ABANDONED,MEDIUM,2,OPEN,32.69,0.7333,0.4667,12.1,EUR,"Cancellation rate 73.3% against a network baseline of 46.7% for this article (5 events, 11 units).",Review basket abandonment at this terminal with the shift lead.
SA-000392,STR01,PF-STR01,AR00419,2026-06-24,RFID_MISREAD,MEDIUM,2,OPEN,32.63,0.8571,0.7755,264,EUR,"Cancellation rate 85.7% against a network baseline of 77.6% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000393,WDF01,PF02,AR00215,2026-03-23,STOCK_VARIANCE,MEDIUM,2,OPEN,32.62,0.25,0.3019,20.7,EUR,Counted stock runs 10.0% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000394,WDF01,MOB1,AR00080,2026-04-19,STOCK_VARIANCE,MEDIUM,2,OPEN,32.62,0.0471,0.2,10,EUR,Counted stock runs 12.2% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000395,MUC01,PF-MUC01,AR00158,2026-06-18,RFID_MISREAD,MEDIUM,2,OPEN,32.62,0.4615,0.3125,22.8,EUR,"Cancellation rate 46.2% against a network baseline of 31.3% for this article (4 events, 6 units). Counted stock runs 7.2% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000396,WDF01,PF02,AR00396,2026-03-23,STOCK_VARIANCE,MEDIUM,2,OPEN,32.61,0.125,0.1879,8.8,EUR,Counted stock runs 12.6% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000397,STR01,PF-STR01,AR00271,2026-06-29,RFID_MISREAD,MEDIUM,2,OPEN,32.6,1,0.8478,162,EUR,"Cancellation rate 100.0% against a network baseline of 84.8% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000398,MUC01,SM-MUC01,AR00209,2026-06-14,STOCK_VARIANCE,MEDIUM,2,OPEN,32.6,0.5238,0.3586,5.5,EUR,"Counted stock runs 13.8% below book stock across 21 daily counts. Cancellation rate 52.4% against a network baseline of 35.9% for this article (6 events, 11 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000399,WDF01,PF02,AR90011,2026-05-30,STOCK_VARIANCE,MEDIUM,2,OPEN,32.55,0.18,0.2277,9.75,EUR,Counted stock runs 12.2% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000400,HAM01,PF-HAM01,AR90012,2026-06-06,STOCK_VARIANCE,MEDIUM,2,OPEN,32.55,0.0889,0.1921,13.6,EUR,Counted stock runs 11.3% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000401,WDF02,PF-WDF02,AR00106,2026-06-16,STOCK_VARIANCE,MEDIUM,2,OPEN,32.54,0.6,0.6053,11.7,EUR,Counted stock runs 11.7% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000402,WDF01,PF02,AR00138,2026-04-19,STOCK_VARIANCE,MEDIUM,2,OPEN,32.49,0.1111,0.1773,10,EUR,Counted stock runs 12.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000403,STR01,PF-STR01,AR00325,2026-03-26,RFID_MISREAD,MEDIUM,2,OPEN,32.49,1,0.6923,27.65,EUR,"Cancellation rate 100.0% against a network baseline of 69.2% for this article (3 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000404,MUC01,PF-MUC01,AR00135,2026-05-05,STOCK_VARIANCE,MEDIUM,2,OPEN,32.47,0.6154,0.4643,28,EUR,"Counted stock runs 9.0% below book stock across 21 daily counts. Cancellation rate 61.5% against a network baseline of 46.4% for this article (4 events, 8 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000405,STR01,PF-STR01,AR00106,2026-05-26,RFID_MISREAD,MEDIUM,2,OPEN,32.46,0.875,0.6053,27.3,EUR,"Cancellation rate 87.5% against a network baseline of 60.5% for this article (3 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000406,BLN01,SM-BLN01,AR00397,2026-06-06,STOCK_VARIANCE,MEDIUM,2,OPEN,32.4,0.25,0.35,10,EUR,Counted stock runs 12.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000407,WDF02,PF-WDF02,AR00141,2026-04-03,RFID_MISREAD,MEDIUM,2,OPEN,32.31,1,0.6724,20,EUR,"Cancellation rate 100.0% against a network baseline of 67.2% for this article (4 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000408,HAM01,SM-HAM01,AR00158,2026-01-15,STOCK_VARIANCE,MEDIUM,2,OPEN,32.29,0.1556,0.3125,26.6,EUR,Counted stock runs 9.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000409,STR01,PF-STR01,AR00185,2026-07-02,RFID_MISREAD,MEDIUM,2,OPEN,32.27,0.625,0.3983,11.25,EUR,"Cancellation rate 62.5% against a network baseline of 39.8% for this article (3 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000410,MUC01,SM-MUC01,AR00001,2026-06-16,STOCK_VARIANCE,MEDIUM,2,OPEN,32.22,0.1951,0.1783,8,EUR,"Counted stock runs 12.6% below book stock across 21 daily counts. Cancellation rate 19.5% against a network baseline of 17.8% for this article (3 events, 8 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000411,MUC01,PF-MUC01,AR00276,2026-05-18,STOCK_VARIANCE,MEDIUM,2,OPEN,32.21,0.1538,0.1886,9.6,EUR,Counted stock runs 12.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000412,HAM01,PF-HAM01,AR00157,2026-04-27,STOCK_VARIANCE,MEDIUM,2,OPEN,32.2,0.25,0.3097,45.6,EUR,Counted stock runs 7.4% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000413,MUC01,SM-MUC01,AR90013,2026-02-17,STOCK_VARIANCE,MEDIUM,2,OPEN,32.14,0.0443,0.2148,11.9,EUR,Counted stock runs 11.4% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
