ID,customer_ID,store_ID,article_ID,validFrom,validTo,propensity,offerDiscountPct,expectedRevenue,currency_code,channel,rationale,state
NBO-000809,CUST00457,WDF01,AR90030,2026-07-03,2026-07-17,0.6525,15,0.89,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000689,CUST00389,MUC01,AR90003,2026-07-03,2026-07-17,0.6517,12.8,0.09,EUR,APP_PUSH,"Buys Leergut 0,15 EUR about every 41.5 days and is 95 days on from the last one.",OPEN
NBO-000314,CUST00184,WDF01,AR90030,2026-07-03,2026-07-17,0.6508,15,0.89,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000218,CUST00133,STR01,AR90040,2026-07-03,2026-07-17,0.65,16.6,0.92,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000219,CUST00133,STR01,AR90030,2026-07-03,2026-07-17,0.65,16.6,0.87,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000749,CUST00421,HAM01,AR90019,2026-07-03,2026-07-17,0.6497,19.8,1.02,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000212,CUST00131,WDF01,AR90040,2026-07-03,2026-07-17,0.6494,18.2,0.9,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000213,CUST00131,WDF01,AR90030,2026-07-03,2026-07-17,0.6494,18.2,0.85,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000214,CUST00131,WDF01,AR90039,2026-07-03,2026-07-17,0.6494,18.2,0.8,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000084,CUST00048,WDF01,AR90040,2026-07-03,2026-07-17,0.649,15,0.94,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000085,CUST00048,WDF01,AR90030,2026-07-03,2026-07-17,0.649,15,0.88,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000086,CUST00048,WDF01,AR90039,2026-07-03,2026-07-17,0.649,15,0.83,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000586,CUST00335,STR01,AR90040,2026-07-03,2026-07-17,0.6478,15,0.94,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000587,CUST00335,STR01,AR90030,2026-07-03,2026-07-17,0.6478,15,0.88,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000588,CUST00335,STR01,AR90039,2026-07-03,2026-07-17,0.6478,15,0.83,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000773,CUST00439,BLN01,AR90040,2026-07-03,2026-07-17,0.6478,15,0.94,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000774,CUST00439,BLN01,AR90030,2026-07-03,2026-07-17,0.6478,15,0.88,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000775,CUST00439,BLN01,AR90039,2026-07-03,2026-07-17,0.6478,15,0.83,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000183,CUST00110,STR01,AR90040,2026-07-03,2026-07-17,0.6464,15,0.93,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000184,CUST00110,STR01,AR90030,2026-07-03,2026-07-17,0.6464,15,0.88,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000185,CUST00110,STR01,AR90039,2026-07-03,2026-07-17,0.6464,15,0.82,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000735,CUST00415,STR01,AR90040,2026-07-03,2026-07-17,0.6464,16.6,0.92,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000736,CUST00415,STR01,AR90030,2026-07-03,2026-07-17,0.6464,16.6,0.86,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000737,CUST00415,STR01,AR90039,2026-07-03,2026-07-17,0.6464,16.6,0.81,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000485,CUST00269,WDF01,AR90040,2026-07-03,2026-07-17,0.6456,15,0.93,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000486,CUST00269,WDF01,AR90030,2026-07-03,2026-07-17,0.6456,15,0.88,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000433,CUST00245,WDF01,AR90040,2026-07-03,2026-07-17,0.6452,15,0.93,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000434,CUST00245,WDF01,AR90030,2026-07-03,2026-07-17,0.6452,15,0.88,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000232,CUST00141,HAM01,AR90040,2026-07-03,2026-07-17,0.6448,15,0.93,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000233,CUST00141,HAM01,AR90030,2026-07-03,2026-07-17,0.6448,15,0.88,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000056,CUST00031,STR01,AR90040,2026-07-03,2026-07-17,0.6446,16.6,0.91,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000057,CUST00031,STR01,AR90030,2026-07-03,2026-07-17,0.6446,16.6,0.86,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000058,CUST00031,STR01,AR90039,2026-07-03,2026-07-17,0.6446,16.6,0.81,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000819,CUST00461,WDF02,AR90035,2026-07-03,2026-07-17,0.6444,15,0.93,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000350,CUST00197,WDF01,AR90039,2026-07-03,2026-07-17,0.6428,8,0.89,EUR,APP_PUSH,"Buys Coca Cola Zero 0,4L Glas Mehrweg about every 19.7 days and is 57 days on from the last one.",OPEN
NBO-000104,CUST00058,BLN01,AR90004,2026-07-03,2026-07-17,0.6416,8,0.15,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 12.1 days and is 28 days on from the last one.",OPEN
NBO-000683,CUST00387,WDF01,AR90040,2026-07-03,2026-07-17,0.6412,15,0.93,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000684,CUST00387,WDF01,AR90030,2026-07-03,2026-07-17,0.6412,15,0.87,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000708,CUST00400,WDF01,AR90004,2026-07-03,2026-07-17,0.6405,9.6,0.14,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 30 days and is 26 days on from the last one.",OPEN
NBO-000814,CUST00460,BLN01,AR90035,2026-07-03,2026-07-17,0.64,15,0.92,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000815,CUST00460,BLN01,AR90034,2026-07-03,2026-07-17,0.64,15,0.92,EUR,APP_PUSH,"Welde Slow sells with Leergut 0,08 EUR at 8.29x lift, and that is one of this customer's regular buys.",OPEN
NBO-000816,CUST00460,BLN01,AR90036,2026-07-03,2026-07-17,0.64,15,0.92,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000160,CUST00100,WDF01,AR90040,2026-07-03,2026-07-17,0.639,18.2,0.89,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000161,CUST00100,WDF01,AR90030,2026-07-03,2026-07-17,0.639,18.2,0.84,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000482,CUST00268,WDF02,AR90035,2026-07-03,2026-07-17,0.6378,15,0.92,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000483,CUST00268,WDF02,AR90034,2026-07-03,2026-07-17,0.6378,15,0.92,EUR,APP_PUSH,"Welde Slow sells with Leergut 0,08 EUR at 8.29x lift, and that is one of this customer's regular buys.",OPEN
NBO-000484,CUST00268,WDF02,AR90036,2026-07-03,2026-07-17,0.6378,15,0.92,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000605,CUST00344,WDF01,AR90040,2026-07-03,2026-07-17,0.6378,15,0.92,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000606,CUST00344,WDF01,AR90030,2026-07-03,2026-07-17,0.6378,15,0.87,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000827,CUST00472,HAM01,AR90003,2026-07-03,2026-07-17,0.637,11.2,0.08,EUR,APP_PUSH,"Buys Leergut 0,15 EUR about every 26 days and is 73 days on from the last one.",OPEN
NBO-000332,CUST00190,MUC01,AR90035,2026-07-03,2026-07-17,0.6358,15,0.92,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000333,CUST00190,MUC01,AR90034,2026-07-03,2026-07-17,0.6358,15,0.92,EUR,APP_PUSH,"Welde Slow sells with Leergut 0,08 EUR at 8.29x lift, and that is one of this customer's regular buys.",OPEN
NBO-000334,CUST00190,MUC01,AR90036,2026-07-03,2026-07-17,0.6358,15,0.92,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000516,CUST00285,HAM01,AR90040,2026-07-03,2026-07-17,0.6358,15,0.92,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000517,CUST00285,HAM01,AR90030,2026-07-03,2026-07-17,0.6358,15,0.86,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000527,CUST00293,HAM01,AR90004,2026-07-03,2026-07-17,0.6358,8,0.15,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 15.2 days and is 26 days on from the last one.",OPEN
NBO-000400,CUST00225,WDF01,AR90019,2026-07-03,2026-07-17,0.6343,18.2,1.01,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000592,CUST00337,HAM01,AR90040,2026-07-03,2026-07-17,0.6338,15,0.92,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000593,CUST00337,HAM01,AR90030,2026-07-03,2026-07-17,0.6338,15,0.86,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000744,CUST00420,HAM01,AR90040,2026-07-03,2026-07-17,0.6338,15,0.92,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000745,CUST00420,HAM01,AR90030,2026-07-03,2026-07-17,0.6338,15,0.86,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000746,CUST00420,HAM01,AR90039,2026-07-03,2026-07-17,0.6338,15,0.81,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000015,CUST00008,MUC01,AR90004,2026-07-03,2026-07-17,0.6329,9.6,0.14,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 34.5 days and is 50 days on from the last one.",OPEN
NBO-000207,CUST00128,WDF01,AR90040,2026-07-03,2026-07-17,0.6326,15,0.91,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000208,CUST00128,WDF01,AR90030,2026-07-03,2026-07-17,0.6326,15,0.86,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000088,CUST00050,HAM01,AR90035,2026-07-03,2026-07-17,0.6318,16.6,0.9,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000261,CUST00154,STR01,AR90040,2026-07-03,2026-07-17,0.6304,16.6,0.89,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000262,CUST00154,STR01,AR90030,2026-07-03,2026-07-17,0.6304,16.6,0.84,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000580,CUST00331,WDF02,AR90040,2026-07-03,2026-07-17,0.63,15,0.91,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000581,CUST00331,WDF02,AR90030,2026-07-03,2026-07-17,0.63,15,0.86,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000582,CUST00331,WDF02,AR90039,2026-07-03,2026-07-17,0.63,15,0.8,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000803,CUST00455,WDF01,AR90040,2026-07-03,2026-07-17,0.6292,15,0.91,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000804,CUST00455,WDF01,AR90030,2026-07-03,2026-07-17,0.6292,15,0.86,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000528,CUST00293,HAM01,AR90040,2026-07-03,2026-07-17,0.6291,15,0.91,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000617,CUST00352,WDF01,AR90019,2026-07-03,2026-07-17,0.6287,18.2,1,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000696,CUST00392,MUC01,AR90035,2026-07-03,2026-07-17,0.627,15,0.91,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000697,CUST00392,MUC01,AR90036,2026-07-03,2026-07-17,0.627,15,0.91,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000358,CUST00200,STR01,AR90040,2026-07-03,2026-07-17,0.6259,15,0.9,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000359,CUST00200,STR01,AR90030,2026-07-03,2026-07-17,0.6259,15,0.85,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000291,CUST00175,MUC01,AR90040,2026-07-03,2026-07-17,0.624,15,0.9,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000292,CUST00175,MUC01,AR90030,2026-07-03,2026-07-17,0.624,15,0.85,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000371,CUST00207,HAM01,AR90040,2026-07-03,2026-07-17,0.6228,15,0.9,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000372,CUST00207,HAM01,AR90039,2026-07-03,2026-07-17,0.6228,15,0.79,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000487,CUST00269,WDF01,AR90035,2026-07-03,2026-07-17,0.6222,15,0.9,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000806,CUST00456,WDF01,AR90030,2026-07-03,2026-07-17,0.6222,15,0.85,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000241,CUST00145,WDF01,AR90040,2026-07-03,2026-07-17,0.6215,15,0.9,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000242,CUST00145,WDF01,AR90030,2026-07-03,2026-07-17,0.6215,15,0.85,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000247,CUST00147,STR01,AR90040,2026-07-03,2026-07-17,0.6214,16.6,0.88,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000248,CUST00147,STR01,AR90030,2026-07-03,2026-07-17,0.6214,16.6,0.83,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000481,CUST00262,HAM01,AR00289,2026-07-03,2026-07-17,0.6207,15,1.16,EUR,APP_PUSH,"Shot Himbeere Ingwer 60ml sells with HOMEMADE Breakfastcup 285g at 14.68x lift, and that is one of this customer's regular buys.",OPEN
NBO-000518,CUST00285,HAM01,AR00289,2026-07-03,2026-07-17,0.6192,15,1.16,EUR,APP_PUSH,"Shot Himbeere Ingwer 60ml sells with HOMEMADE Breakfastcup 285g at 14.68x lift, and that is one of this customer's regular buys.",OPEN
NBO-000109,CUST00060,HAM01,AR90003,2026-07-03,2026-07-17,0.6117,11.2,0.08,EUR,APP_PUSH,"Buys Leergut 0,15 EUR about every 35 days and is 101 days on from the last one.",OPEN
NBO-000836,CUST00476,STR01,AR90019,2026-07-03,2026-07-17,0.6115,16.6,0.99,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000243,CUST00145,WDF01,AR90035,2026-07-03,2026-07-17,0.6093,15,0.88,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000224,CUST00135,STR01,AR90040,2026-07-03,2026-07-17,0.6089,15,0.88,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000225,CUST00135,STR01,AR90030,2026-07-03,2026-07-17,0.6089,15,0.83,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000226,CUST00135,STR01,AR90039,2026-07-03,2026-07-17,0.6089,15,0.78,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000665,CUST00377,HAM01,AR90040,2026-07-03,2026-07-17,0.6083,16.6,0.86,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000666,CUST00377,HAM01,AR90030,2026-07-03,2026-07-17,0.6083,16.6,0.81,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000157,CUST00099,WDF02,AR90035,2026-07-03,2026-07-17,0.6075,15,0.88,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000158,CUST00099,WDF02,AR90034,2026-07-03,2026-07-17,0.6075,15,0.88,EUR,APP_PUSH,"Welde Slow sells with Leergut 0,08 EUR at 8.29x lift, and that is one of this customer's regular buys.",OPEN
NBO-000159,CUST00099,WDF02,AR90036,2026-07-03,2026-07-17,0.6075,15,0.88,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000234,CUST00141,HAM01,AR90003,2026-07-03,2026-07-17,0.6066,8,0.08,EUR,APP_PUSH,"Buys Leergut 0,15 EUR about every 15.1 days and is 38 days on from the last one.",OPEN
NBO-000105,CUST00058,BLN01,AR90040,2026-07-03,2026-07-17,0.6064,15,0.88,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000106,CUST00058,BLN01,AR90030,2026-07-03,2026-07-17,0.6064,15,0.82,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000656,CUST00373,MUC01,AR90019,2026-07-03,2026-07-17,0.606,16.6,0.99,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000188,CUST00111,MUC01,AR90019,2026-07-03,2026-07-17,0.6056,18.2,0.97,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000546,CUST00309,MUC01,AR90019,2026-07-03,2026-07-17,0.6041,18.2,0.96,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000698,CUST00392,MUC01,AR00241,2026-07-03,2026-07-17,0.6032,8,1.39,EUR,APP_PUSH,Buys HOMEMADE BUN HAM about every 47.5 days and is 88 days on from the last one.,OPEN
NBO-000674,CUST00383,STR01,AR90035,2026-07-03,2026-07-17,0.6023,15,0.87,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000675,CUST00383,STR01,AR90034,2026-07-03,2026-07-17,0.6023,15,0.87,EUR,APP_PUSH,"Welde Slow sells with Leergut 0,08 EUR at 8.29x lift, and that is one of this customer's regular buys.",OPEN
NBO-000676,CUST00383,STR01,AR90036,2026-07-03,2026-07-17,0.6023,15,0.87,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000499,CUST00275,HAM01,AR90004,2026-07-03,2026-07-17,0.5997,9.6,0.14,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 26 days and is 44 days on from the last one.",OPEN
NBO-000667,CUST00377,HAM01,AR90036,2026-07-03,2026-07-17,0.5994,16.6,0.85,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000566,CUST00320,HAM01,AR90036,2026-07-03,2026-07-17,0.5988,15,0.87,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000351,CUST00197,WDF01,AR90040,2026-07-03,2026-07-17,0.5975,15,0.86,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000352,CUST00197,WDF01,AR90030,2026-07-03,2026-07-17,0.5975,15,0.81,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000488,CUST00271,MUC01,AR00289,2026-07-03,2026-07-17,0.5975,15,1.12,EUR,APP_PUSH,"Shot Himbeere Ingwer 60ml sells with HOMEMADE Breakfastcup 285g at 14.68x lift, and that is one of this customer's regular buys.",OPEN
NBO-000828,CUST00472,HAM01,AR90030,2026-07-03,2026-07-17,0.597,18.2,0.78,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
